id_compra,sello,codigo_pasta,cantidad_kg,precio_unitario
20616,FR-010,P013,2.479,1513.13
20616,FR-010,P014,0.31,5078.27
20617,FR-010,P014,0.438,5078.27
20617,FR-010,P007,2.411,5363.96
20617,FR-010,P010,1.569,4140.94
20618,FR-010,P003,1.587,3011.66
20619,FR-010,P018,2.162,6983.7
20619,FR-010,P019,3.785,1858.94
20619,FR-010,P003,4.414,3011.66
20620,FR-010,P002,1.36,3915.67
20620,FR-010,P012,4.075,7480.36
20620,FR-010,P008,4.529,8083.52
20620,FR-010,P020,3.642,5202.82
20621,FR-010,P021,3.659,3936.64
20622,FR-010,P003,4.465,3011.66
20622,FR-010,P014,1.623,5078.27
20622,FR-010,P020,3.047,5202.82
20622,FR-010,P007,4.505,5363.96
20623,FR-010,P008,3.751,8083.52
20623,FR-010,P013,2.547,1513.13
20623,FR-010,P017,2.084,7194.76
20624,FR-010,P013,2.421,1513.13
20624,FR-010,P020,2.221,5202.82
20625,FR-010,P019,2.048,1858.94
20625,FR-010,P008,2.481,8083.52
20625,FR-010,P021,4.198,3936.64
20626,FR-010,P009,1.404,6510.04
20627,FR-010,P001,1.232,6308.4
20628,FR-010,P001,4.409,6308.4
20629,FR-010,P009,4.391,6510.04
20629,FR-010,P010,0.527,4140.94
20629,FR-010,P016,4.964,2252.88
20630,FR-010,P009,4.834,6510.04
20630,FR-010,P019,4.702,1858.94
20630,FR-010,P016,0.896,2252.88
20630,FR-010,P021,4.783,3936.64
20631,FR-010,P006,2.985,3627.92
20631,FR-010,P018,3.173,6983.7
20632,FR-010,P011,4.273,1865.12
20633,FR-010,P018,1.072,6983.7
20633,FR-010,P009,3.345,6510.04
20634,FR-010,P020,1.225,5202.82
20634,FR-010,P002,1.669,3915.67
20635,FR-010,P014,2.44,5078.27
20635,FR-010,P005,4.118,3835.73
20635,FR-010,P008,0.625,8083.52
20635,FR-010,P017,3.783,7194.76
20636,FR-010,P002,3.717,3915.67
20637,FR-010,P015,4.478,2558.14
20637,FR-010,P016,2.126,2252.88
20638,FR-010,P007,1.35,5363.96
20639,FR-010,P020,3.147,5202.82
20639,FR-010,P011,2.178,1865.12
20639,FR-010,P013,4.096,1513.13
20640,FR-010,P001,2.3,6308.4
20640,FR-010,P002,3.908,3915.67
20641,FR-010,P005,3.781,3835.73
20641,FR-010,P015,1.004,2558.14
20641,FR-010,P018,1.1,6983.7
20641,FR-010,P001,2.005,6308.4
20642,FR-010,P008,2.723,8083.52
20642,FR-010,P010,4.099,4140.94
20642,FR-010,P021,3.743,3936.64
20643,FR-010,P016,2.23,2252.88
20644,FR-010,P009,4.662,6510.04
20645,FR-010,P014,1.373,5078.27
20645,FR-010,P006,3.514,3627.92
20646,FR-010,P020,2.69,5202.82
20646,FR-010,P015,2.01,2558.14
20647,FR-010,P006,3.142,3627.92
20647,FR-010,P014,0.335,5078.27
20648,FR-010,P009,3.13,6510.04
20648,FR-010,P012,0.558,7480.36
20649,FR-010,P007,3.231,5363.96
20650,FR-010,P011,2.785,1865.12
20650,FR-010,P009,2.907,6510.04
20650,FR-010,P016,1.035,2252.88
20651,FR-010,P014,1.607,5078.27
20651,FR-010,P005,0.991,3835.73
20651,FR-010,P012,4.16,7480.36
20652,FR-010,P009,2.117,6510.04
20652,FR-010,P017,4.358,7194.76
20653,FR-010,P005,3.271,3835.73
20654,FR-010,P018,1.735,6983.7
20654,FR-010,P001,3.041,6308.4
20654,FR-010,P015,2.409,2558.14
20654,FR-010,P011,2.202,1865.12
20655,FR-010,P017,0.901,7194.76
20656,FR-010,P011,0.331,1865.12
20657,FR-010,P012,0.367,7480.36
20658,FR-010,P005,3.111,3835.73
20658,FR-010,P010,1.792,4140.94
20658,FR-010,P018,4.359,6983.7
20659,FR-010,P014,2.199,5078.27
20659,FR-010,P016,4.348,2252.88
20659,FR-010,P013,3.511,1513.13
20659,FR-010,P021,2.906,3936.64
20660,FR-010,P012,3.274,7480.36
20660,FR-010,P001,3.71,6308.4
20660,FR-010,P005,3.473,3835.73
20661,FR-010,P016,2.061,2252.88
20662,FR-010,P004,4.889,3102.95
20663,FR-010,P019,0.636,1858.94
20663,FR-010,P012,0.344,7480.36
20663,FR-010,P017,0.823,7194.76
20664,FR-010,P013,3.974,1513.13
20664,FR-010,P003,1.363,3011.66
20665,FR-010,P010,0.557,4140.94
20665,FR-010,P005,2.596,3835.73
20665,FR-010,P003,4.095,3011.66
20665,FR-010,P020,3.702,5202.82
20666,FR-010,P020,0.702,5202.82
20667,FR-010,P007,2.366,5363.96
20667,FR-010,P003,1.958,3011.66
20667,FR-010,P006,2.624,3627.92
20668,FR-010,P007,4.789,5363.96
20668,FR-010,P003,0.263,3011.66
20668,FR-010,P018,3.899,6983.7
20669,FR-010,P020,2.967,5202.82
20670,FR-010,P006,4.518,3627.92
20671,FR-010,P019,3.602,1858.94
20671,FR-010,P012,3.237,7480.36
20672,FR-010,P018,2.217,6983.7
20672,FR-010,P001,1.16,6308.4
20673,FR-010,P013,4.305,1513.13
20673,FR-010,P009,4.854,6510.04
20673,FR-010,P011,1.555,1865.12
20674,FR-010,P015,0.519,2558.14
20674,FR-010,P007,1.947,5363.96
20674,FR-010,P002,0.705,3915.67
20674,FR-010,P003,0.696,3011.66
20675,FR-010,P017,2.258,7194.76
20675,FR-010,P012,1.246,7480.36
20675,FR-010,P005,4.127,3835.73
20675,FR-010,P013,4.028,1513.13
20676,FR-010,P004,2.689,3102.95
20677,FR-010,P007,4.333,5363.96
20677,FR-010,P014,4.696,5078.27
20677,FR-010,P001,3.086,6308.4
20677,FR-010,P006,2.92,3627.92
20678,FR-010,P006,1.058,3627.92
20678,FR-010,P020,0.604,5202.82
20678,FR-010,P013,0.945,1513.13
20678,FR-010,P016,3.102,2252.88
20679,FR-010,P006,1.466,3627.92
20679,FR-010,P016,2.611,2252.88
20679,FR-010,P015,2.647,2558.14
20680,FR-010,P020,3.835,5202.82
20680,FR-010,P013,0.748,1513.13
20680,FR-010,P009,0.843,6510.04
20681,FR-010,P001,3.834,6308.4
20681,FR-010,P004,4.883,3102.95
20681,FR-010,P020,3.474,5202.82
20682,FR-010,P015,2.595,2558.14
20682,FR-010,P008,3.028,8083.52
20682,FR-010,P020,4.51,5202.82
20683,FR-010,P005,2.466,3835.73
20684,FR-010,P015,2.149,2558.14
20684,FR-010,P018,3.069,6983.7
20684,FR-010,P011,1.176,1865.12
20685,FR-010,P005,1.378,3835.73
20685,FR-010,P002,0.857,3915.67
20686,FR-010,P007,2.704,5363.96
20686,FR-010,P016,3.382,2252.88
20687,FR-010,P003,0.926,3011.66
20687,FR-010,P002,3.054,3915.67
20688,FR-010,P019,3.01,1858.94
20688,FR-010,P020,4.477,5202.82
20689,FR-010,P014,4.527,5078.27
20690,FR-010,P018,1.217,6983.7
20690,FR-010,P019,0.735,1858.94
20690,FR-010,P004,2.352,3102.95
20691,FR-010,P006,1.624,3627.92
20691,FR-010,P013,2.536,1513.13
20692,FR-010,P010,3.393,4140.94
20693,FR-010,P021,3.092,3936.64
20693,FR-010,P010,0.28,4140.94
20694,FR-010,P020,2.302,5202.82
20694,FR-010,P013,3.986,1513.13
20694,FR-010,P021,0.368,3936.64
20694,FR-010,P006,4.601,3627.92
20695,FR-010,P005,0.862,3835.73
20695,FR-010,P014,0.928,5078.27
20695,FR-010,P001,3.123,6308.4
20696,FR-010,P021,1.533,3936.64
20697,FR-010,P019,0.937,1858.94
20697,FR-010,P003,2.173,3011.66
20697,FR-010,P004,2.548,3102.95
20697,FR-010,P007,1.147,5363.96
20698,FR-010,P018,2.475,6983.7
20699,FR-010,P021,1.483,3936.64
20699,FR-010,P015,3.858,2558.14
20700,FR-010,P004,3.068,3102.95
20700,FR-010,P008,3.225,8083.52
20701,FR-010,P014,0.502,5078.27
20702,FR-010,P011,2.919,1865.12
20703,FR-010,P008,3.26,8083.52
20703,FR-010,P001,1.016,6308.4
20703,FR-010,P014,0.741,5078.27
20703,FR-010,P005,1.435,3835.73
20704,FR-010,P009,1.939,6510.04
20705,FR-010,P003,1.884,3011.66
20705,FR-010,P009,0.64,6510.04
20706,FR-010,P008,0.257,8083.52
20707,FR-010,P005,2.496,3835.73
20708,FR-010,P011,1.012,1865.12
20708,FR-010,P004,3.712,3102.95
20708,FR-010,P021,2.596,3936.64
20708,FR-010,P008,0.501,8083.52
20709,FR-010,P017,0.57,7194.76
20709,FR-010,P019,4.863,1858.94
20709,FR-010,P021,3.201,3936.64
20710,FR-010,P009,2.245,6510.04
20711,FR-010,P021,0.564,3936.64
20711,FR-010,P005,3.012,3835.73
20712,FR-010,P019,1.332,1858.94
20712,FR-010,P016,1.063,2252.88
20712,FR-010,P014,2.812,5078.27
20713,FR-010,P003,4.695,3011.66
20714,FR-010,P003,3.278,3011.66
20714,FR-010,P011,3.145,1865.12
20715,FR-010,P011,4.78,1865.12
20715,FR-010,P008,4.563,8083.52
20716,FR-010,P015,0.866,2558.14
20717,FR-010,P013,4.686,1513.13
20718,FR-010,P016,2.479,2252.88
20718,FR-010,P003,4.709,3011.66
20719,FR-010,P012,3.545,7480.36
20719,FR-010,P004,0.251,3102.95
20720,FR-010,P018,0.757,6983.7
20720,FR-010,P008,3.866,8083.52
20720,FR-010,P016,1.015,2252.88
20721,FR-010,P014,0.822,5078.27
20721,FR-010,P015,4.171,2558.14
20721,FR-010,P011,2.026,1865.12
20722,FR-010,P014,0.852,5078.27
20722,FR-010,P015,3.682,2558.14
20722,FR-010,P003,3.46,3011.66
20723,FR-010,P010,0.531,4140.94
20723,FR-010,P012,3.055,7480.36
20724,FR-010,P016,1.893,2252.88
20724,FR-010,P019,1.868,1858.94
20724,FR-010,P012,0.728,7480.36
20724,FR-010,P021,2.099,3936.64
20725,FR-010,P014,0.45,5078.27
20725,FR-010,P001,3.724,6308.4
20725,FR-010,P007,3.321,5363.96
20726,FR-010,P020,4.086,5202.82
20726,FR-010,P005,4.381,3835.73
20726,FR-010,P010,4.75,4140.94
20726,FR-010,P011,3.806,1865.12
20727,FR-010,P003,4.002,3011.66
20727,FR-010,P001,2.299,6308.4
20728,FR-010,P010,2.736,4140.94
20728,FR-010,P004,3.251,3102.95
20729,FR-010,P020,2.47,5202.82
20729,FR-010,P017,3.901,7194.76
20730,FR-010,P009,2.598,6510.04
20730,FR-010,P002,1.865,3915.67
20730,FR-010,P004,4.87,3102.95
20731,FR-010,P003,1.064,3011.66
20732,FR-010,P005,4.544,3835.73
20732,FR-010,P004,0.539,3102.95
20732,FR-010,P015,2.777,2558.14
20732,FR-010,P013,1.081,1513.13
20733,FR-010,P013,3.634,1513.13
20733,FR-010,P014,2.203,5078.27
20733,FR-010,P010,0.878,4140.94
20734,FR-010,P015,3.569,2558.14
20734,FR-010,P018,4.295,6983.7
20735,FR-010,P011,2.101,1865.12
20735,FR-010,P018,1.51,6983.7
20735,FR-010,P017,4.517,7194.76
20736,FR-010,P020,1.913,5202.82
20736,FR-010,P013,0.696,1513.13
20737,FR-010,P012,4.102,7480.36
20737,FR-010,P009,3.342,6510.04
20737,FR-010,P013,3.105,1513.13
20738,FR-010,P020,4.374,5202.82
20738,FR-010,P008,0.31,8083.52
20738,FR-010,P004,0.495,3102.95
20738,FR-010,P019,2.965,1858.94
20739,FR-010,P009,1.643,6510.04
20740,FR-010,P013,3.616,1513.13
20740,FR-010,P011,3.333,1865.12
20741,FR-010,P017,2.616,7194.76
20742,FR-010,P005,2.158,3835.73
20742,FR-010,P010,1.049,4140.94
20742,FR-010,P007,2.471,5363.96
20742,FR-010,P012,1.915,7480.36
20743,FR-010,P011,3.363,1865.12
20743,FR-010,P003,1.198,3011.66
20743,FR-010,P014,2.204,5078.27
20743,FR-010,P018,2.847,6983.7
20744,FR-010,P009,1.87,6510.04
20744,FR-010,P019,3.705,1858.94
20744,FR-010,P011,3.511,1865.12
20744,FR-010,P001,4.782,6308.4
20745,FR-010,P011,3.053,1865.12
20745,FR-010,P002,2.382,3915.67
20746,FR-010,P019,0.521,1858.94
20746,FR-010,P004,1.092,3102.95
20746,FR-010,P001,4.326,6308.4
20746,FR-010,P002,2.937,3915.67
20747,FR-010,P010,4.578,4140.94
20747,FR-010,P002,3.66,3915.67
20748,FR-010,P008,3.422,8083.52
20748,FR-010,P013,3.856,1513.13
20748,FR-010,P010,0.635,4140.94
20748,FR-010,P016,2.254,2252.88
20749,FR-010,P009,3.932,6510.04
20750,FR-010,P009,1.107,6510.04
20751,FR-010,P020,3.063,5202.82
20751,FR-010,P017,2.449,7194.76
20751,FR-010,P010,3.932,4140.94
20752,FR-010,P002,0.707,3915.67
20753,FR-010,P003,3.067,3011.66
20753,FR-010,P019,0.98,1858.94
20754,FR-010,P015,3.705,2558.14
20755,FR-010,P013,3.305,1513.13
20755,FR-010,P021,2.941,3936.64
20756,FR-010,P021,4.524,3936.64
20756,FR-010,P013,0.851,1513.13
20756,FR-010,P005,4.839,3835.73
20756,FR-010,P019,1.034,1858.94
20757,FR-010,P004,3.124,3102.95
20757,FR-010,P011,3.404,1865.12
20757,FR-010,P001,3.669,6308.4
20757,FR-010,P006,0.851,3627.92
20758,FR-010,P011,1.685,1865.12
20758,FR-010,P015,2.292,2558.14
20758,FR-010,P008,0.78,8083.52
20758,FR-010,P016,1.127,2252.88
20759,FR-010,P013,0.479,1513.13
20759,FR-010,P019,2.615,1858.94
20759,FR-010,P010,1.733,4140.94
20759,FR-010,P009,2.975,6510.04
20760,FR-010,P010,0.832,4140.94
20760,FR-010,P001,1.582,6308.4
20761,FR-010,P017,3.812,7194.76
20761,FR-010,P019,3.835,1858.94
20762,FR-010,P005,0.8,3835.73
20763,FR-010,P020,2.84,5202.82
20763,FR-010,P017,0.381,7194.76
20764,FR-010,P009,4.847,6510.04
20764,FR-010,P016,2.867,2252.88
20765,FR-010,P020,4.117,5202.82
20765,FR-010,P010,0.709,4140.94
20766,FR-010,P013,1.031,1513.13
20766,FR-010,P010,3.867,4140.94
20766,FR-010,P006,4.112,3627.92
20767,FR-010,P014,2.758,5078.27
20767,FR-010,P008,2.648,8083.52
20767,FR-010,P001,0.77,6308.4
20768,FR-010,P012,3.66,7480.36
20768,FR-010,P003,3.28,3011.66
20768,FR-010,P018,2.53,6983.7
20768,FR-010,P019,2.539,1858.94
20769,FR-010,P019,4.93,1858.94
20770,FR-010,P019,0.845,1858.94
20770,FR-010,P006,1.597,3627.92
20771,FR-010,P009,3.674,6510.04
20771,FR-010,P005,4.727,3835.73
20771,FR-010,P015,0.373,2558.14
20772,FR-010,P018,4.292,6983.7
20772,FR-010,P005,2.75,3835.73
20773,FR-010,P010,1.93,4140.94
20774,FR-010,P021,3.049,3936.64
20774,FR-010,P004,3.279,3102.95
20774,FR-010,P002,2.187,3915.67
20774,FR-010,P019,2.62,1858.94
20775,FR-010,P016,2.637,2252.88
20775,FR-010,P005,4.108,3835.73
20776,FR-010,P003,2.719,3011.66
20776,FR-010,P002,1.454,3915.67
20777,FR-010,P021,1.561,3936.64
20777,FR-010,P012,3.947,7480.36
20778,FR-010,P010,4.983,4140.94
20778,FR-010,P008,4.816,8083.52
20778,FR-010,P013,3.315,1513.13
20779,FR-010,P003,3.96,3011.66
20779,FR-010,P007,1.935,5363.96
20780,FR-010,P002,4.6,3915.67
20781,FR-010,P012,0.652,7480.36
20781,FR-010,P001,3.214,6308.4
20782,FR-010,P014,4.258,5078.27
20782,FR-010,P011,3.533,1865.12
20783,FR-010,P021,2.137,3936.64
20783,FR-010,P019,1.344,1858.94
20783,FR-010,P007,1.507,5363.96
20783,FR-010,P016,2.698,2252.88
20784,FR-010,P020,4.504,5202.82
20785,FR-010,P013,0.46,1513.13
20785,FR-010,P012,0.428,7480.36
20785,FR-010,P019,1.162,1858.94
20785,FR-010,P004,3.813,3102.95
20786,FR-010,P019,4.07,1858.94
20786,FR-010,P001,1.755,6308.4
20787,FR-010,P011,2.683,1865.12
20787,FR-010,P005,2.063,3835.73
20788,FR-010,P001,0.667,6308.4
20788,FR-010,P005,1.053,3835.73
20789,FR-010,P016,0.344,2252.88
20790,FR-010,P013,3.426,1513.13
20790,FR-010,P004,4.27,3102.95
20790,FR-010,P007,3.819,5363.96
20791,FR-010,P006,4.277,3627.92
20791,FR-010,P008,0.269,8083.52
20791,FR-010,P019,0.627,1858.94
20791,FR-010,P011,1.627,1865.12
20792,FR-010,P015,1.103,2558.14
20793,FR-010,P005,4.861,3835.73
20793,FR-010,P017,4.987,7194.76
20793,FR-010,P020,3.381,5202.82
20794,FR-010,P001,4.575,6308.4
20794,FR-010,P005,4.332,3835.73
20794,FR-010,P011,4.093,1865.12
20794,FR-010,P007,4.825,5363.96
20795,FR-010,P016,4.38,2252.88
20795,FR-010,P017,0.322,7194.76
20795,FR-010,P003,4.703,3011.66
20795,FR-010,P009,2.883,6510.04
20796,FR-010,P017,1.276,7194.76
20796,FR-010,P019,2.591,1858.94
20796,FR-010,P006,1.541,3627.92
20796,FR-010,P015,0.491,2558.14
20797,FR-010,P008,2.838,8083.52
20797,FR-010,P004,3.968,3102.95
20797,FR-010,P002,3.519,3915.67
20797,FR-010,P001,4.962,6308.4
20798,FR-010,P004,3.889,3102.95
20798,FR-010,P015,2.183,2558.14
20798,FR-010,P014,3.657,5078.27
20799,FR-010,P020,3.434,5202.82
20800,FR-010,P020,3.619,5202.82
20800,FR-010,P009,2.569,6510.04
20800,FR-010,P011,1.072,1865.12
20801,FR-010,P016,0.804,2252.88
20801,FR-010,P003,4.143,3011.66
20801,FR-010,P011,2.537,1865.12
20801,FR-010,P002,3.705,3915.67
20802,FR-010,P001,2.242,6308.4
20802,FR-010,P002,4.733,3915.67
20803,FR-010,P019,4.749,1858.94
20803,FR-010,P012,0.821,7480.36
20804,FR-010,P019,2.796,1858.94
20804,FR-010,P020,3.533,5202.82
20805,FR-010,P008,4.325,8083.52
20805,FR-010,P015,0.793,2558.14
20805,FR-010,P005,4.066,3835.73
20806,FR-010,P007,1.718,5363.96
20806,FR-010,P014,0.308,5078.27
20806,FR-010,P016,0.42,2252.88
20806,FR-010,P001,3.278,6308.4
20807,FR-010,P012,2.333,7480.36
20807,FR-010,P010,3.229,4140.94
20807,FR-010,P006,4.232,3627.92
20808,FR-010,P002,3.372,3915.67
20809,FR-010,P005,4.453,3835.73
20809,FR-010,P019,1.699,1858.94
20810,FR-010,P021,2.581,3936.64
20810,FR-010,P008,4.839,8083.52
20810,FR-010,P018,2.62,6983.7
20811,FR-010,P011,1.806,1865.12
20812,FR-010,P001,3.308,6308.4
20812,FR-010,P013,2.955,1513.13
20813,FR-010,P011,4.527,1865.12
20813,FR-010,P014,1.413,5078.27
20813,FR-010,P016,3.844,2252.88
20814,FR-010,P004,4.738,3102.95
20814,FR-010,P003,1.03,3011.66
20814,FR-010,P013,4.969,1513.13
20814,FR-010,P021,4.843,3936.64
20815,FR-010,P010,3.313,4140.94
20815,FR-010,P018,4.648,6983.7
20815,FR-010,P016,1.675,2252.88
20815,FR-010,P013,4.366,1513.13
20816,FR-010,P006,4.97,3627.92
20816,FR-010,P016,3.7,2252.88
20816,FR-010,P002,1.8,3915.67
20816,FR-010,P009,2.832,6510.04
20817,FR-010,P013,4.166,1513.13
20818,FR-010,P010,3.602,4140.94
20818,FR-010,P006,0.337,3627.92
20819,FR-010,P009,1.521,6510.04
20819,FR-010,P011,3.998,1865.12
20820,FR-010,P006,1.087,3627.92
20820,FR-010,P014,4.073,5078.27
20820,FR-010,P002,0.827,3915.67
20821,FR-010,P016,4.114,2252.88
20822,FR-010,P006,1.095,3627.92
20823,FR-010,P011,3.523,1865.12
20823,FR-010,P010,2.517,4140.94
20823,FR-010,P001,1.712,6308.4
20824,FR-010,P002,3.727,3915.67
20824,FR-010,P013,2.345,1513.13
20824,FR-010,P019,0.582,1858.94
20824,FR-010,P003,1.034,3011.66
20825,FR-010,P010,4.385,4140.94
20825,FR-010,P009,2.137,6510.04
20825,FR-010,P003,4.929,3011.66
20825,FR-010,P015,1.666,2558.14
20826,FR-010,P013,3.594,1513.13
20826,FR-010,P019,1.961,1858.94
20827,FR-010,P020,1.804,5202.82
20828,FR-010,P011,1.089,1865.12
20828,FR-010,P004,0.732,3102.95
20829,FR-010,P003,2.868,3011.66
20830,FR-010,P021,4.663,3936.64
20830,FR-010,P009,4.567,6510.04
20830,FR-010,P008,4.942,8083.52
20830,FR-010,P010,0.585,4140.94
20831,FR-010,P021,0.325,3936.64
20831,FR-010,P011,3.161,1865.12
20832,FR-010,P020,3.041,5202.82
20832,FR-010,P007,2.521,5363.96
20832,FR-010,P004,0.435,3102.95
20832,FR-010,P011,4.68,1865.12
20833,FR-010,P021,1.321,3936.64
20833,FR-010,P007,1.042,5363.96
20833,FR-010,P003,3.222,3011.66
20834,FR-010,P016,2.2,2252.88
20835,FR-010,P006,3.947,3627.92
20835,FR-010,P011,0.262,1865.12
20835,FR-010,P021,1.606,3936.64
20836,FR-010,P008,2.366,8083.52
20836,FR-010,P007,0.496,5363.96
20836,FR-010,P020,1.952,5202.82
20837,FR-010,P010,2.534,4140.94
20837,FR-010,P016,2.4,2252.88
20837,FR-010,P011,2.117,1865.12
20837,FR-010,P015,4.158,2558.14
20838,FR-010,P004,1.742,3102.95
20839,FR-010,P007,0.802,5363.96
20839,FR-010,P005,4.082,3835.73
20840,FR-010,P014,3.063,5078.27
20841,FR-010,P003,2.797,3011.66
20841,FR-010,P005,4.945,3835.73
20842,FR-010,P017,1.476,7194.76
20842,FR-010,P015,3.181,2558.14
20842,FR-010,P010,2.4,4140.94
20842,FR-010,P004,1.974,3102.95
20843,FR-010,P004,3.992,3102.95
20843,FR-010,P012,1.407,7480.36
20843,FR-010,P005,1.373,3835.73
20843,FR-010,P001,1.688,6308.4
20844,FR-010,P013,4.391,1513.13
20845,FR-010,P004,2.597,3102.95
20845,FR-010,P008,4.611,8083.52
20846,FR-010,P017,4.349,7194.76
20846,FR-010,P018,0.269,6983.7
20847,FR-010,P008,1.934,8083.52
20848,FR-010,P003,3.001,3011.66
20848,FR-010,P007,1.941,5363.96
20848,FR-010,P013,0.557,1513.13
20848,FR-010,P017,3.173,7194.76
20849,FR-010,P006,2.447,3627.92
20849,FR-010,P003,2.662,3011.66
20849,FR-010,P007,0.963,5363.96
20849,FR-010,P016,2.168,2252.88
20850,FR-010,P018,2.887,6983.7
20850,FR-010,P007,4.625,5363.96
20850,FR-010,P019,4.763,1858.94
20851,FR-010,P015,0.817,2558.14
20851,FR-010,P003,4.78,3011.66
20852,FR-010,P001,3.832,6308.4
20852,FR-010,P012,2.737,7480.36
20852,FR-010,P004,2.28,3102.95
20853,FR-010,P015,4.887,2558.14
20853,FR-010,P001,2.183,6308.4
20853,FR-010,P020,3.518,5202.82
20853,FR-010,P004,4.964,3102.95
20854,FR-010,P006,0.584,3627.92
20854,FR-010,P009,1.994,6510.04
20855,FR-010,P014,4.687,5078.27
20856,FR-010,P007,3.143,5363.96
20857,FR-010,P004,0.716,3102.95
20857,FR-010,P013,3.022,1513.13
20857,FR-010,P006,0.354,3627.92
20857,FR-010,P001,0.265,6308.4
20858,FR-010,P001,3.222,6308.4
20858,FR-010,P012,2.676,7480.36
20859,FR-010,P007,3.729,5363.96
20859,FR-010,P015,4.47,2558.14
20859,FR-010,P019,2.694,1858.94
20859,FR-010,P021,0.869,3936.64
20860,FR-010,P020,0.264,5202.82
20860,FR-010,P003,3.366,3011.66
20861,FR-010,P003,2.75,3011.66
20862,FR-010,P008,2.066,8083.52
20862,FR-010,P010,3.876,4140.94
20863,FR-010,P014,2.485,5078.27
20863,FR-010,P020,2.736,5202.82
20863,FR-010,P021,2.026,3936.64
20863,FR-010,P012,2.737,7480.36
20864,FR-010,P003,2.285,3011.66
20864,FR-010,P006,1.733,3627.92
20864,FR-010,P007,3.276,5363.96
20865,FR-010,P018,3.321,6983.7
20865,FR-010,P011,3.646,1865.12
20865,FR-010,P019,2.047,1858.94
20866,FR-010,P006,0.466,3627.92
20866,FR-010,P002,0.361,3915.67
20866,FR-010,P018,3.593,6983.7
20866,FR-010,P001,1.188,6308.4
20867,FR-010,P020,4.663,5202.82
20867,FR-010,P019,0.654,1858.94
20868,FR-010,P013,1.876,1513.13
20869,FR-010,P017,2.892,7194.76
20869,FR-010,P019,4.217,1858.94
20869,FR-010,P003,4.277,3011.66
20869,FR-010,P006,3.341,3627.92
20870,FR-010,P019,0.752,1858.94
20871,FR-010,P001,1.318,6308.4
20871,FR-010,P017,3.734,7194.76
20871,FR-010,P002,1.086,3915.67
20872,FR-010,P015,1.376,2558.14
20872,FR-010,P016,3.356,2252.88
20872,FR-010,P020,4.433,5202.82
20872,FR-010,P010,3.072,4140.94
20873,FR-010,P015,4.948,2558.14
20874,FR-010,P005,2.644,3835.73
20874,FR-010,P011,4.169,1865.12
20874,FR-010,P017,4.313,7194.76
20875,FR-010,P016,0.613,2252.88
20875,FR-010,P012,2.841,7480.36
20875,FR-010,P017,0.797,7194.76
20876,FR-010,P008,4.48,8083.52
20876,FR-010,P013,3.801,1513.13
20877,FR-010,P019,3.112,1858.94
20878,FR-010,P005,3.12,3835.73
20879,FR-010,P015,1.192,2558.14
20879,FR-010,P001,0.82,6308.4
20879,FR-010,P004,0.57,3102.95
20879,FR-010,P012,3.626,7480.36
20880,FR-010,P018,2.516,6983.7
20880,FR-010,P008,3.842,8083.52
20880,FR-010,P002,1.873,3915.67
20881,FR-010,P017,1.769,7194.76
20882,FR-010,P019,0.451,1858.94
20882,FR-010,P008,3.37,8083.52
20882,FR-010,P002,3.786,3915.67
20883,FR-010,P020,3.865,5202.82
20883,FR-010,P006,2.974,3627.92
20883,FR-010,P016,0.935,2252.88
20884,FR-010,P006,2.426,3627.92
20884,FR-010,P015,2.07,2558.14
20884,FR-010,P017,4.171,7194.76
20885,FR-010,P014,3.829,5078.27
20885,FR-010,P013,0.678,1513.13
20885,FR-010,P015,4.035,2558.14
20885,FR-010,P016,1.603,2252.88
20886,FR-010,P020,2.362,5202.82
20886,FR-010,P011,3.242,1865.12
20886,FR-010,P007,2.637,5363.96
20886,FR-010,P004,0.353,3102.95
20887,FR-010,P020,2.124,5202.82
20887,FR-010,P017,4.309,7194.76
20888,FR-010,P009,1.728,6510.04
20888,FR-010,P002,3.761,3915.67
20888,FR-010,P015,3.865,2558.14
20889,FR-010,P015,3.386,2558.14
20889,FR-010,P006,3.308,3627.92
20890,FR-010,P008,4.0,8083.52
20890,FR-010,P005,3.856,3835.73
20890,FR-010,P021,4.626,3936.64
20891,FR-010,P017,4.267,7194.76
20892,FR-010,P010,4.024,4140.94
20892,FR-010,P004,0.728,3102.95
20893,FR-010,P019,2.24,1858.94
20893,FR-010,P017,0.705,7194.76
20894,FR-010,P003,2.758,3011.66
20894,FR-010,P020,2.982,5202.82
20894,FR-010,P008,1.421,8083.52
20895,FR-010,P003,4.163,3011.66
20895,FR-010,P011,0.797,1865.12
20895,FR-010,P015,1.582,2558.14
20895,FR-010,P014,1.982,5078.27
20896,FR-010,P020,3.152,5202.82
20896,FR-010,P012,4.224,7480.36
20896,FR-010,P021,4.802,3936.64
20897,FR-010,P005,2.275,3835.73
20898,FR-010,P020,3.677,5202.82
20898,FR-010,P006,3.761,3627.92
20898,FR-010,P011,0.512,1865.12
20899,FR-010,P012,4.563,7480.36
20899,FR-010,P006,1.92,3627.92
20899,FR-010,P018,3.094,6983.7
20900,FR-010,P019,2.669,1858.94
20900,FR-010,P008,3.152,8083.52
20900,FR-010,P004,4.029,3102.95
20900,FR-010,P003,3.919,3011.66
20901,FR-010,P019,2.472,1858.94
20902,FR-010,P020,2.092,5202.82
20902,FR-010,P017,4.801,7194.76
20902,FR-010,P010,2.342,4140.94
20903,FR-010,P017,3.847,7194.76
20903,FR-010,P018,4.713,6983.7
